target_id	name
Q56599248	iPhone XS
Q56349	Pisaflores Tepehua
Q2355787	Ajab Prem Ki Ghazab Kahani
Q506268	Rick Carter
Q14908190	POU1F1
Q27826419	Starship Troopers Universe
Q21105412	transport along microtubule
Q51523967	Fan (surname)
Q45541907	Lu Hong
Q5722125	Nicolei Faber
Q11574	second
Q23541464	Alex Taub
Q52063183	classical state of matter
Q445187	Grigory Neujmin
Q28138776	The 100,000-year ice-Age cycle identified and found to lag temperature, carbon dioxide, and orbital eccentricity
Q84048802	Category:Maps of Temple, London
Q28733139	James Martin
Q1709914	Journans
Q16169658	Helge Dahlman
Q2806492	0-4-2
Q7938846	Vladimír Čech
Q30144329	Zespół dworski
Q6809	Republic of Buryatia
Q17518355	Cees
Q8953492	Category:Fibulae
Q4830919	Ayananka Bose
Q7295354	Raszewy, Jarocin County
Q3750025	Francesco Gamba
Q77487	Ernst Emil Alexander Back
Q1235479	Tony Roberts
Q7019630	Newsfield Publications
Q20020373	The Freelancer
Q5104945	Choral Christmas
Q255236	Bruk, Pomeranian Voivodeship
Q2333874	NPG Records
Q7743613	The Journal of Politics
Q25223	president of Germany
Q28931907	parish of Australia
Q365023	Judd Hirsch
Q3173285	Jean Luisi
Q20274990	Cachimbo
Q2811	submarine
Q10576387	Mangerr
Q1774898	clinic
Q7376721	Ruda, Wieluń County
Q24742207	Cro/C1-type helix-turn-helix domain
Q34253	Linus Torvalds
Q17050295	Fandango
Q115940	seaplane
Q1627330	Honza
Q21497511	Polymerase (DNA directed), epsilon
Q1963039	Nagatino-Sadovniki District
Q20991004	Rippingale
Q1372258	Tokuma Shoten
Q23235039	putative 3-methyl-adenine DNA glycosylase I, constitutive SPy_2118
Q7849223	Trękusek
Q568377	Sentinelese
Q3813695	Letterenhuis
Q49239369	Luuk
Q7245823	Prisoner of War
Q56887490	For ages 11 and up
Q46451852	Hangkow
Q5737333	Niewodnica Nargilewska
Q2258678	Dancing Undercover
Q2457943	Graceling
Q4951534	Box Hill North
Q56316987	Star, season 2
Q1158726	Damon Wayans Jr.
Q642958	Stadio Nazionale PNF
Q932255	Carol Dempster
Q3028298	Jon Foreman
Q29589453	Hide and Seek
Q2332350	Bryne
Q134194	fresco painting
Q21117464	vacuolar proton-transporting V-type ATPase, V0 domain
Q8076168	Złota, Masovian Voivodeship
Q4992756	Code parish
Q169637	Milwaukee Bucks
Q16335785	Pivotal Software
Q3837460	Lost and Found
Q3832411	Lillian Rich
Q988185	Glinojeck
Q31134111	Zespół dworski
Q4357549	Download
Q3339755	Nick Hamm
Q7458572	Sexie
Q958871	supergravity
Q180951	chromatin
Q14492	Balikpapan
Q23165176	cell division topological specificity factor MinE SM_b21522
Q24189832	Gawler
Q1948559	Morristown Line
Q11525764	Tokyo Metropolitan Road Route 235
Q2271588	Once Upon a Time, season 1
Q1424805	charge
Q11265401	くだらないの中に
Q13044148	Petoq
Q3928262	REvolution: Live!
Q2322112	Law & Order, season 5
Q3457057	computing terminology
Q499355	Parrsboro
Q767872	Heather Stephens
Q56878285	Alceu Penna collection
Q532055	Rosaura Revueltas
Q82681	Tlaxcala
Q5048163	Cascade River
Q1797559	Kłodzino, Szczecinek County
Q2926866	Bruno Lochet
Q244	Barbados
Q7689801	Tayler Kane
Q2975633	coming-of-age story
Q3777514	lead mineral group
Q2037805	The Woodentops
Q4927231	Matthew
Q1132152	math rock
Q3838563	Luciano De Ambrosis
Q771203	Zangskari
Q2939224	Carlo Nell
Q1568	Hindi
Q18036655	SPEN
Q3494262	Shirley Stelfox
Q11525865	Tokyo Metropolitan Road and Kanagawa Prefectural Road Route 139
Q11617949	China
Q526927	Edward Rutherfurd
Q217439	University of Hawaii
Q7384817	Rychnów, Opole Voivodeship
Q986605	Górzyno
Q696	argon
Q1018557	Washington
Q1940909	Ułęż
Q6160873	Jarosławiec, Zamość County
Q56232	Mesopotamian Arabic
Q37519455	Rodriguez
Q9237	Malay
Q1288385	Obispeño
Q5151724	ComiXology
Q18296736	Pik3ip1
Q21201515	Bharot
Q288296	Spider-Man
Q32998856	Zespół pałacowy (cz. obozu zagłady z II wojny światowej)
Q30046708	scientific viewpoint
Q613087	Anwalt
Q24744759	Chloramphenicol acetyltransferase
Q24367968	Ly6i
Q83906	Basil Poledouris
Q11342283	Mitsubachi
Q192498	administrative territorial entity of France
Q512064	Horsens Municipality
Q502397	Humphreys County
Q503040	Eric Close
Q1368	money
Q1074972	Presto
Q29781854	smc3
Q934057	Joe Pichler
Q940271	Dean Tavoularis
Q77321	Otto Ludwig
Q14861864	protein dimerization activity
Q11820479	Podlodów, Ryki County
Q12909644	political ideology
Q8061821	Catégorie:Naissance à London (Ontario)
Q7970362	Greek Orthodox Church
Q779806	Simonshaven
Q2562837	True Blood, season 1
Q21114404	ELOVL fatty acid elongase 6
Q29684657	smf-2
Q12328938	Niels Weyde
Q701776	arrondissement of Montdidier
Q22667	railway
Q2095549	aircraft pilot
Q2216597	Sam O'Steen
Q30037802	Zespół dworski
Q7310424	Category:Neckties
Q5233363	David Ellison
Q61760	Croix-Moligneaux
Q3334873	Nadia Kaci
Q11196112	Doberman Infinity
Q62391605	Cornelis Trip
Q22299078	wing disc anterior/posterior pattern formation
Q7937337	Mediterranean Revival architecture
Q1107750	Cold Chillin' Records
Q11757889	Lisowo, Gryfice County
Q270222	Michigan State University
Q672545	Barmouth
Q56627	Kitsai
Q1001378	cinematic technique
Q37211	Sindh
Q636838	Deutsche Flugsicherung
Q21133155	Calpastatin
Q3436700	Qabiao
Q6127418	Jamaican Country Sign Language
Q18694312	Finnish Defence Intelligence Agency
Q37156	IBM
Q280961	Standon
Q2623459	Syn
Q21100686	Jörg Widmer
Q371174	gesture
Q18057881	Category:Births in Beijing
Q13148212	The Blacklist
Q30217123	Zespół dworski
Q59907920	Category:Meleagris
Q8027815	Witaszyce
Q435475	Ethan Phillips
Q7900097	urban beach
Q319318	William Webb Ellis
Q47256525	RFC 1542: Clarifications and Extensions for the Bootstrap Protocol
Q2377336	multivector
Q61580205	Putative hydrolase
Q168698	exponential function
Q958227	Seth Gabel
Q2450746	Joaquín Dicenta
Q7253321	Przeczów, Opole Voivodeship
Q6742925	male reproductive system disease
Q489326	Yeom Jeong-a
Q1371097	Ethan Johns
Q559281	George Minne
Q27681096	T. Daniel Hofstedt
Q316955	Michael Dorn
Q23928245	ball kick
Q39558	gasoline
Q1161579	Daniel Lind Lagerlöf
Q23538802	Phosphinothricin N-acetyltransferase lp_3187
Q2364971	Sokolinaya gora District
Q14905205	response to fungicide
Q55064250	Deficits in psychologic and classroom performance of children with elevated dentine lead levels.
Q1029958	Prime Minister of Vanuatu
Q13154149	Highland Totonac
Q41797961	CRAL-TRIO lipid binding domain superfamily
Q59820617	member
Q56626943	Frank Keraudren
Q99829	Zhao Ziyang
Q1039969	Carl Otto Bartning
Q259287	7.92×57mm Mauser
Q84056402	Category:Maps of Barbados
Q9574531	Шаньси
Q457220	Lewis Stone
Q2167558	Rozkochów, Opole Voivodeship
Q17101631	Masters of Sex, season 1
Q366970	Songs for Drella
Q37045	markup language
Q31094567	Just Tell Me
Q4816926	Samoa Time Zone
Q21512251	self-proclaimed state
Q236070	Chiara Siracusa
Q52948	interaction
Q2157461	Katbol
Q1001207	Orzesze
Q1064841	Ryokichi Minobe
Q7849218	Trębki
Q30062395	Zespół pałacowy
Q55593624	local government area of Queensland
Q6607	guitar
Q582728	The New England Journal of Medicine
Q1338827	Marcelo Zarvos
Q188813	Maramureș County
Q861660	Songwriters Hall of Fame
Q6433116	Pitta Pitta
Q318393	Vasily Polenov
Q40218	spacecraft
Q6435607	Kościelniki Górne
Q11567	complex number
Q21932464	Anoop Sagar
Q965409	Eli Stone
Q32753077	Wikidata entity
Q49677493	The Manhunters
Q58072385	Collection Van Herck
Q58854720	Eleonora of Toledo (1522–1562): Evidence for tuberculosis and leishmaniasis co-infection in Renaissance Italy
Q9418	psychology
Q22304950	positive regulation of decapentaplegic signaling pathway
Q197297	17th arrondissement of Paris
Q7308415	Regina
Q702	Federated States of Micronesia
Q7420668	Santosh Thundiyil
Q760120	expenditure
Q1329623	cultural center
Q62	San Francisco
Q15726959	Gotham
Q1014461	Samaipata
Q235854	Coat of arms of the Central African Republic
Q18677875	Normandy
Q11340659	Maddy Cat Blues
Q199880	Ararat Province
Q55114359	Cosmic
Q5849390	Esther García
Q12953934	San Martín Itunyoso language
Q21398052	Gloeobacter violaceus PCC 7421
Q18609041	David Albala
Q2157233	LemON
Q20646927	Bend
Q894936	Botão
Q14935366	Carandotta Station
Q26268619	Saturn Women 1996
Q12953791	Adivasi Oriya
Q3588743	Norrtälje
Q935068	Foetus
Q27253957	Particularly suitable for kids
Q1205416	Shinchi
Q2535165	Byszew
Q12953328	Eastern Lalu
Q2001588	palm
Q5933099	John Bellucci
Q7115543	Category:People from Phoenix, Arizona
Q496966	San Bernardino of Siena preaching before Alfonso V of Aragon
Q3017460	David Bailie
Q372254	field
Q7149103	Category:Queens
Q152384	Joan Miró
Q30037627	Zespół dworski
Q353552	Mikhail Gurevich
Q54806999	Kobayashi Maru
Q1393952	Sinebrychoff Art Museum
Q523671	Lesser Fatra
Q50231	administrative territorial entity of the People's Republic of China
Q24060765	animal organ
Q163012	Pankow
Q1426327	linen
Q3026284	Dianne Jackson
Q62843	Bob Kahn
Q328315	Cary Guffey
Q2232431	Dai Nagao
Q177955	SF Studios
Q82145	Gręzów
Q193897	paint brush
Q21404545	Live in Mexico City
Q174	São Paulo
Q322563	vocational school
Q1339383	Jonas Karlsson
Q1707681	Joseph M'Barek
Q4965096	Brian Ralston
Q813434	Beaumotte-lès-Pin
Q1646493	Roberts
Q51126266	Fallen Idol
Q30232166	Zespół dworski
Q66563254	subdivision of epithelium
Q9086104	Terele Pávez
Q207596	Daryl Hannah
Q17144564	throwing
Q370185	Suits
Q6915013	Mortęgi
Q310763	Shaggy
Q16275261	Dai
Q30089409	Zespół dworski i folwarczny
Q154797	Bundestag of Germany
Q2180428	pole
Q33591	Mono language
Q115061	Chautauqua County
Q64364461	Time / Us and Them
Q4937340	Bogaczów, Zielona Góra County
Q1345077	Step Brothers
Q167774	Robbie Gee
Q37340	Apollo
Q30072458	Zespół pałacowy
Q3731491	Eric Keenleyside
Q23662758	arts & sciences plus professions, some graduate coexistence
Q1303877	Web
Q279100	Robert Elswit
Q12411952	Sassy Keshet
Q7214313	Category:Himalayas
Q39971877	selection
Q14860457	negative regulation of fatty acid biosynthetic process
Q418937	Akira Shiizuka
Q24574745	Commons category
Q29303	Canterbury
Q66309984	progression mechanic
Q7667526	Słupy, Nakło County
Q160432	Jude Law
Q7516	Jonny Lee Miller
Q15430670	Selden Connor Gile
Q76511812	General secretary of prefecture of Oise
Q7392027	SODO
Q376004	Gove County
Q979511	Stuart Craig
Q14860870	activation of cysteine-type endopeptidase activity involved in apoptotic process
Q11998556	Rubicon TV
Q80978581	Category:Stock, Essex
Q544641	Mikhail Boyarsky
Q71887839	copyrights on oeuvre have expired
Q7226006	Polski Konopat
Q1334042	Trevor Morris
Q66860	Steinach
Q23639591	La Ola
Q18887912	Warner Brothers Burbank Studios
Q6128032	James A. Bell
Q448319	Jason Butler Harner
Q7207697	Pogorzelec, Węgrów County
Q5783996	cottage
Q2426111	Ares
Q211723	speed metal
Q127834	New World
Q707890	Yohji Yamamoto
Q319224	cargo
Q7112644	outline of games
Q213396	Wyandot people
Q435316	Giovanni Domenico Tiepolo
Q7323831	Richard Austin
Q2894589	Bell Biv DeVoe
Q15708422	fictional energy
Q1247206	Alfred Hitchcock Presents
Q30037574	Zespół dworski
Q2392	March 5
Q1166814	Dharug language
Q191084	Val Kilmer
Q174174	diesel engine
Q58928516	meteorological concept
Q5254738	BMT Franklin Avenue Line
Q16957135	Carlos Alajarín
Q3783572	Harvard Art Museums
Q4201640	Polish Academy of Sciences Institute of Oceanology
Q21191019	Japanese TV series
Q9397280	Żdżar, Szczecinek County
Q29032648	FAIR data
Q180280	Turgut Özal
Q33823	Nepali
Q147235	How I Met Your Mother
Q434941	Francesca Bertini
Q7856157	Turowo, Nidzica County
Q486720	Solntsevo District
Q33251162	Zespół pałacowy
Q1181862	Phoenixville
Q892332	Klimki, Warmian-Masurian Voivodeship
Q17978	Toronto Transit Commission
Q3541269	Stanley
Q23055386	Eurovision Song Contest 2017
Q54447	Coös County
Q205050	Geilenkirchen
Q115	Ethiopia
Q139560	Bruno Cremer
Q67869624	Alejandro Cobo
Q23369	Arthur Fadden
Q23804016	game rules
Q41939	Mołomotki
Q10426	cold cut
Q243669	administrative territorial entity of Slovakia
Q2528358	Mexican Navy
Q60673395	vehicle parts
Q470831	Fons Rademakers
Q7030594	Category:Armenian people
Q11865493	Jaakko Kuusisto
Q26013475	Clever move
Q6889884	Category:University and college departments
Q3189655	Julien Seri
Q310553	Malcolm David Kelley
Q11525841	Tokyo Metropolitan Road Route 59
Q12736	Saône-et-Loire
Q2422796	Thomas Burke
Q52101	Middelburg
Q311253	Harlan Ellison
Q30185388	Zespół dworski i folwarczny
Q21780141	Romà
Q680928	guard
Q1351122	Eric B. & Rakim
Q11083119	urn
Q3369762	Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean
Q18681625	Hollywood Film Awards
Q5174848	Costa Panayi
Q26936286	AirPods
Q2494183	Egyptian Hieroglyphs
Q22857	climbing
Q980	Bavaria
Q11728671	Jowita Budnik
Q30224326	themed area
Q7350412	Robert Tinkler
Q29593622	Accidents Happen
Q5298386	Dorothy Doughty
Q16847184	Ikebana: Merzbow's Amlux Rebuilt, Reused and Recycled
Q24204595	Lego DC Comics Super Heroes: Justice League: Gotham City Breakout
Q426262	Grant County
Q849480	Napo River
Q18603722	Marija
Q2133813	Ray
Q246594	Hugh Masekela
Q79848	Southampton
Q56479	Jin Chinese
Q351849	Tony Todd
Q30038724	Zespół pałacowy
Q3055308	auto maintenance
Q6372967	Karnkowo, Kuyavian-Pomeranian Voivodeship
Q92086	promontory fort
Q1344044	Veniero Colasanti
Q3092293	Maonan
Q5120868	Cineplex Odeon Films
Q80987	Fluminense F.C.
Q20822703	Loren MacIver
Q7905346	Category:Fictional giants
Q11785238	Monolith Films
Q817138	electronica
Q52002	Yanin Vismitananda
Q351870	reproductive medicine
Q7573130	Spanish 101
Q21160825	John Kåre Raake
Q1754178	Shine
Q13568194	Ballerina
Q1568434	Yale University Art Gallery
Q83932452	Category:Phoenix (ship, 2004)
Q18016440	ARNTL
Q49833	wind turbine
Q33482951	Zespół dworski
Q1752424	Stockport
Q14921	Ascheberg
Q645342	Where Them Girls At
Q20007648	list of people with the family name King
Q17751	Epimetheus
Q1366162	Yuki Saito
Q12799360	Pratt
Q51157890	The Places You Have Come To Fear The Most
Q25559598	San Felipe Otlaltepec Popoloca
Q6789549	Matt Witten
Q948880	Have a Ball
Q468271	Emília Vášáryová
Q61741380	Paul Grenier
Q1254834	Alicia von Rittberg
Q4240293	Thomas Creswick
Q245117	relief sculpture
Q2000500	Partner Communications Company
Q4388799	outerwear
Q187971	wadi
Q4779509	Stockholm Records
Q1259362	Saturn Award for the Best Actor
Q76045	Sebastian Urzendowsky
Q7645776	Suresh Productions
Q11826187	Pozorty, Iława County
Q24978466	Category:Mossi people
Q7940636	Cyprián Majerník
Q3300024	natural building material
Q7667170	Sławików
Q16555	Houston
Q1452362	Fred Hopkins
Q24784914	Immunoglobulin V-set domain
Q1676756	Jaan
Q50349578	Seckel syndrome 9
Q33483	Kota language
Q266432	Susan Tyrrell
Q43001209	First cases of autochthonous dengue fever and chikungunya fever in France: from bad dream to reality!
Q65351	Paul Cassirer
Q53238	Hitachi
Q47530929	Border Space
Q12952805	Dandami Maria
Q2227718	list of protected heritage sites in Ham, Belgium
Q1783255	colored pencil
Q1153025	wheelchair tennis
Q20853504	Myron Lechay
Q795809	BEHALA
Q21192438	fictional species
Q189438	Zen Gesner
Q2369235	Pyotr Mamonov
Q8742946	Category:People from Moscow, Idaho
Q54820978	Mindshadow
Q3174244	Jean Ravel
Q111375	Hanns von Gumppenberg
Q831860	Betriebserdung
Q669922	Echinococcus multilocularis
Q3441521	Ronald France
Q39653372	commutative quasigroup
Q4928803	Blue
Q263743	Holliday Grainger
Q7634469	Sufczyn, Masovian Voivodeship
Q25559585	Northern Tlaxiaco Mixtec
Q7029608	Category:Beaches
Q29416355	Swan Song
Q445608	Eric Tsang
Q28745001	Bibliothek Naturwissenschaften und Technik Göttingen der HAWK Hochschule für angewandte Wissenschaft und Kunst
Q2321706	Kingston upon Thames
Q4937944	Bogusławice, Płońsk County
Q16196488	Grant Harvey
Q130321	Mount Athos
Q1734612	Kartkowo, Pomeranian Voivodeship
Q1509493	Georgian Soviet Encyclopedia
Q29976829	Zespół dworski
Q24772508	SoHo domain
Q3933698	Reteitalia
Q21198656	N-acyltransferase activity
Q68814	Zhangzhou
Q1160773	Daniel Fripan
Q130614	Roman Senate
Q486983	academic rank
Q14406742	comic book series
Q364753	Carlos
Q5533077	Genevieve Lemon
Q14905657	response to L-ascorbic acid
Q690926	Attert
Q16864330	Herrscher
Q3944822	chemical test
Q21119360	positive regulation of TORC1 signaling
Q269091	Tears for Fears
Q1726	Munich
Q444377	Knut Reiersrud
Q60427608	Car
Q2966467	Christophe Rossignon
Q21150792	Ephrin type-B receptor 1
Q1240575	Itō Jakuchū
Q11800941	Osówiec
Q18037378	HEBP2
Q3082766	Frank Pettingell
Q28732987	free from 16 years
Q7998184	Wichorze
Q294975	Miranda Otto
Q56877088	heraldic musical instrument
Q3833103	Lino Troisi
Q1346056	Enzo Andronico
Q17191549	アドレナリン
Q2117521	Johannes
Q4689910	African Security Review
Q56809353	Julia Bloch
Q30513174	Zespół dworski
Q17182387	Friends
Q333780	Yakovlev
Q40220	Susie Essman
Q1122748	Usulután Department
Q61465	rhythmic gymnastics
Q159930	BFC Dynamo
Q639182	SST Records
Q1302471	unit of volume
Q61409184	space of compartment of trunk
Q5495280	Fred Goodwins
Q6248590	John Meyer
Q3163259	Jay Sandrich
Q1346917	Stooshe
Q4904856	BigBigLove
Q2429969	Rainhill
Q27253945	not recommended for children under 12
Q3520314	Samantha Akkineni
Q733123	Into the Unknown
Q11660980	青い傘で
Q3192120	Central Kalapuya language
Q59269	Montelparo
Q54384264	Absence of bacterial resistance to medical-grade manuka honey.
Q830183	Eve
Q7228311	Pontllanfraith
Q33137004	Zespół dworski
Q29813288	James bond Dmel_CG6921
Q3737186	Patricia Kazadi
Q3809097	John Bloom
Q1436063	autism spectrum disorder
Q130458	flag of Egypt
Q282246	Harry Kleiner
Q1164722	Mantas
Q7810685	Tlacolulita Zapotec
Q1650142	ironing
Q17426	Hegemone
Q4902691	Biała, Gmina Trzcianka
Q296328	David Wenham
Q60229712	Exposition surréaliste
Q515080	Cara Horgan
Q6249287	John Moore
Q3041274	dundee
Q30136131	Zespół dworski (nr 29)
Q11525851	Tokyo Metropolitan Road and Saitama Prefectural Road Route 234
Q46970	airline
Q1074082	McMillan
Q4947416	Helle Fagralid
Q21857994	giant planet
Q17146246	Abbas Alibhai Burmawalla
Q24743671	LOG family
Q7862619	Tłukomy
Q30104412	Zespół pałacowy
Q191448	xiangqi
Q28859120	cardinal measurement scale
Q181238	Africa (Roman province)
Q33233329	Zespół pałacowy
Q357998	Marc Webb
Q2904233	bioregion
Q30037195	Zespół dworski
Q4975277	Broome Pearling Lugger Pidgin
Q7227260	Pomegranates
Q575573	The Icebergs
Q43210	Burgenland
Q317736	Utagawa Kuniyoshi
Q2005755	novel sequence
Q6346	Indianapolis
Q2539045	Luxurious
Q6851852	Milice, Opole Voivodeship
Q5319790	Dziembowo
Q467994	Damares
Q273788	Édgar Ramírez
Q10262281	culture of the Central African Republic
Q5538809	George Earl Ortman
Q818338	Benton Harbor
Q66674	Anton Schwarzkopf
Q11191918	Buzzing
Q18614435	Locke and Demosthenes
Q22334749	3-methyladenine DNA glycosylase lpg0618
Q1992807	Nina Kunzendorf
Q44175854	Ugly Miss Young-Ae, season 16
Q30129411	former local government area of Australia
Q2329	chemistry
Q15630321	太陽の女神
Q3200468	Kunjen
Q755970	Syriac Catholic Church
Q23259242	G/U mismatch-specific DNA glycosylase STY3391
Q15144508	Stéphane Jobert
Q23517990	Putative low-affinity inorganic phosphate transporter BSU_12840
Q213263	Tama
Q33136318	Zespół dworski
Q453876	Mari Törőcsik
Q29416142	Collateral Damage
Q4129097	convex polytope
Q640426	Stahnsdorf
Q490207	Shin Hyun-jun
Q323368	Henryk Wars
Q662550	Shakespeare's sonnets
Q323466	culture of India
Q8380731	terminology
Q682582	stuffed toy
Q2905067	Bièvre
Q82409	Samuel Taylor Coleridge
Q11525682	Tokyo Metropolitan Road Route 113
Q21101529	regulation of cellular response to X-ray
Q4173137	Jewish Encyclopedia of Brockhaus and Efron
Q73089	Gene Kelly
Q21185077	GNU Time
Q837164	Newcastle University
Q12633994	Southern Tujia
Q8762077	Category:Songs about bicycles
Q350424	Alessandro Nivola
Q946806	Touch
Q1213611	NCIS, season 8
Q2644088	gear train
Q1753313	Norstedts Förlag
Q740752	transport company
Q22006634	Pass the Peace
Q2318074	Rodolphe Wytsman
Q41796865	Nuclear hormone receptor-like domain superfamily
Q12626798	Alugu
Q592396	Cornelis Schut
Q2946291	Centuri
Q8044007	Category:Births in Armenia
Q134316	adposition
Q1378312	Europlug
Q30038866	Zespół pałacowy
Q29520	China
Q7878172	Ujazdowo, Masovian Voivodeship
Q2562449	Průhonice
Q3743320	Jeff Nuttall
Q170588	Republic of Texas
Q53854	Castiglione Cosentino
Q23012785	superhuman speed
Q1648971	Peter Whitehead
Q24128086	Cell division topological specificity factor MinE EAE_22540
Q5089992	Iwonicz
Q392296	Age of Love
Q7136554	Pardhi
Q6996116	Category:Amazon basin
Q59995422	PCHAS_1313500
Q4985348	Budzów, Lower Silesian Voivodeship
Q11635	theater
Q73364223	society journal
Q456115	criminal defence
Q468166	Ken Hirai
Q7207537	poetry reading
Q5368095	UTAO-UTAO
Q261764	Rina Aiuchi
Q674554	Anne Libert
Q594109	Shelton
Q39572	mitochondrion
Q6389939	Kenneth Callahan
Q8590087	Category:Light
Q386189	Washington County
Q691006	The Kentucky Headhunters
Q66809609	Norith Soth
Q33514765	Zespół dworski
Q7824982	Topola, Kazimierza County
Q42388	Zionism
Q233040	two-wheeler
Q7721124	The Canadas
Q21097383	metalloexopeptidase activity
Q8432721	Category:Cue sports equipment
Q432571	earthing system
Q61977217	Lightning Game Studios
Q13098946	The 100
Q2300160	Vito Scotti
Q190223	Central Bank of Armenia
Q329737	butcher
Q430720	Charles Brabin
Q69564891	police whistle
Q729144	Sebastian Papaiani
Q544387	Ray Charles
Q29809200	Orange Dmel_CG3029
Q55975144	Eastside
Q310515	Bernard Hill
Q70593217	Mary Grayson
Q1348110	Tay Garnett
Q4858070	Barabajagal
Q3181503	Paradise Island
Q19354761	Nieuwe Haven
Q11721203	Category:Plots (graphics)
Q329972	John Hubley
Q57083319	astronomical object from the Star Trek multiverse
Q21294982	Doris Kreindler
Q83894053	Mila Moskov
Q5523161	Gargan
Q648389	Jonquières
Q22298702	wing disc morphogenesis
Q18553742	chromosomal disease
Q1508912	PureVolume
Q422649	biopolymer
Q33326675	Zespół pałacowy
Q12953454	El Nayar Cora
Q513849	Bess Flowers
Q45450362	Yan Hang
Q15637301	fantasy anime and manga
Q1086936	Christopher Roth
Q17433	Sinope
Q84032301	Category:Maps of Lutsk
Q945984	Halo ring
Q19307174	digital distribution platform
Q33425052	Zespół dworski
Q14329032	endoplasmic reticulum membrane
Q5355564	Kiama
Q76274	Eocene
Q125948	Zucchero Fornaciari
Q21628582	cell division topological specificity factor MinE HP0332
Q30037472	Zespół dworski
Q698275	Wayne Thiebaud
Q3308321	Michael J. Leeson
Q1711	Potsdam
Q1344405	Rick Gomez
Q80964	Sociedade Esportiva Palmeiras
Q30039079	Zespół pałacowo-folwarczny
Q24026132	Spring (Akdong Musician EP)
Q1496734	Gaëtan Roussel
Q578002	Mecklenburg
Q172125	Lascaux
Q20078720	airplane with 1 engine
Q551239	Gary Grubbs
Q16916120	João
Q4683077	Aditya Music
Q20823845	Soares
Q624868	Charles Sheeler
Q1548644	Season of Mist
Q1963171	Severnoye Butovo District
Q34394	belief
Q11122389	Johann
Q2714574	Milton Avery
Q6799690	Mbeya Urban District
Q22639319	Edward D. Murphy
Q16968662	Rogue
Q6284739	Category:Black
Q16383411	Future Classic
Q2742624	Brent Kinsman
Q1065474	Chipping Norton
Q2543	Mark Millar
Q5641930	The Lorelais' First Day At Chilton
Q18047	S/2004 S 13
Q92689	Sopot
Q19666177	Shriya Pilgaonkar
Q671557	Brackley
Q20090009	Central Tarahumara
Q374065	Patton Oswalt
Q918975	Kirklees
Q5512567	G. Willow Wilson
Q5103870	Choi Bool-am
Q11405	flute
Q7568054	South Oak Cliff High School
Q20514998	Australia
Q3277176	Rhapsody of the Darkness
Q2879238	Paha language
Q1269307	dysostosis
Q14633865	zinc ion binding
Q29566162	Danio rerio chromosome 3
Q3414490	Quileute
Q358764	Peter Milligan
Q8044353	Xicotepec Totonac
Q11537123	桃花源
Q621231	Apple Corps
Q6009875	In Love With the End
Q50748	Paris Métro Line 7
Q7361709	convenience store
Q1135557	quartet
Q25047514	goat water
Q24925	science fiction
Q18767366	Amerongen
Q188534	grindcore
Q18218093	etching
Q10706951	Tyaraity
Q242	Belize
Q24787246	IBR domain
Q12043258	Oto Ševčík
Q656801	International Finance Corporation
Q163727	bachelor's degree
Q3439692	Rogneaux
Q2309963	Domino Dancing
Q1673271	regime change
Q12044624	periodic process
Q1902266	Ożarów Mazowiecki
Q57216	plate
Q115227	Jefferson County
Q161852	Zygmunt Hübner
Q1836700	manufactured good
Q7406048	Saltburn, Marske and New Marske
Q520840	Louis Brandeis
Q10774305	Joseph Rego-Costa
Q14293544	scuba
Q115166	Madison County
Q7509637	Siedlec, Poznań County
Q591615	whitespace character
Q44946	point
Q1096385	Band
Q33380442	Zespół dworski
Q65215670	Share My World
Q55781160	palmoplantar keratoderma-deafness syndrome
Q13456973	Cat's in the Bag...
Q207849	acrylic paint
Q79867	Birmingham
Q18052515	ANKFN1
Q33963	Salar
Q56747534	Meltan
Q6380089	Kawęczyn, Gmina Konstancin-Jeziorna
Q14960	Brno
Q659103	commune of Romania
Q579371	Bruce
Q178874	Slovak koruna
Q8065176	Zakrzewko, Szamotuły County
Q5563239	Gino Piserchio
Q11259415	graphical projection
Q1152040	healing factor
Q158250	Peter Bogdanovich
Q1367820	Eskimo Joe
Q11232362	Music
Q11248841	The Hit Parade
Q260622	Embeth Davidtz
Q2482786	Thomas Meighan
Q15452238	Stuart Benjamin
Q8082362	Świętosław, Włocławek County
Q56878480	Arjan Kuijper
Q6917750	Motion Picture Corporation of America
Q24380443	Palm
Q113328	Walter Slezak
Q1138598	product defect
Q14908256	transcription cofactor activity
Q838671	geography of India
Q28753387	Vallista
Q7207343	Poem
Q229058	Indian Space Research Organisation
Q24780043	Spt6 acidic, N-terminal domain
Q886140	Villecourt
Q17143723	Catholic parish
Q1323979	mono
Q3363719	Parauk
Q7189576	Physical Therapy
Q7749	rock and roll
Q22808403	station located underground
Q15814353	Journal of Hospital Librarianship
Q19754932	kneipe
Q7962224	Walker Books
Q3129077	Heather Doerksen
Q603688	The Secret Circle
Q24744727	Uracil-DNA glycosylase-like
Q256932	Son Ye-jin
Q59768309	Serce
Q22117120	Academy Award for Best Writing
Q3782453	Hair of the Dog
Q10513445	GNU General Public License, version 3.0
Q35548	Paul Cézanne
Q352842	teaching
Q20986405	Eye, Moreton and Ashton
Q2251535	driveway
Q9570	Amitabh Bachchan
Q24380329	Cops2
Q6303872	Krizz Kaliko
Q18262302	Bfar
Q3302578	Maxime Giroux
Q1292119	style
